author_sort,title,series,series_index,Stars (out of 5)
"Cartmel, Andrew",Doctor Who: Foreign Devils,Doctor Who: Telos Novellas,5,3
"Casagrande, June","It Was the Best of Sentences, It Was the Worst of Sentences: A Writer's Guide to Crafting Killer Sentences",,1,3
"Casares, Adolfo Bioy & Simms, Ruth L. C.",The Invention of Morel,,1,4
"Casares, Oscar",Amigoland,,1,5
"Casey, Susan","The Wave: In Pursuit of the Rogues, Freaks and Giants of the Ocean",,1,5
"Cashore, Kristin",Fire,Seven Kingdoms Trilogy,2,5
"Cassidy, Cathy",Angel Cake,,1,5
"Cassidy, Cathy",Dizzy,,1,5
"Cassidy, Cathy",Driftwood,,1,5
"Cassidy, Cathy",Scarlett,,1,5
"Cast, P. C. & Cast, Kristin",Chosen,House of night,3,5
"Cast, P. C. & Cast, Kristin",Untamed,House of night,4,5
"Cast, P. C. & Cast, Kristin",Hunted: A House of Night Novel,House of night,5,5
"Cast, P. C. & Cast, Kristin",Burned,House of night,7,5
"Cast, P. C. & Cast, Kristin",Awakened,House of night,8,5
"Cast, P. C. & Cast, Kristin",Betrayed: A House of Night Novel,House of night,9,5
"Castledine, Earle & Sharkie, Craig",JQuery: Novice to Ninja,,1,5
"Cather, Willa",My Antonia,,1,5
"Cave, Nick",The Death of Bunny Munro,,1,5
"Cave, Peter",What's Wrong with Eating People?: 33 More Perplexing Philosophy Puzzles,,1,3
"Celine, Louis-Ferdinand",Castle to Castle (French Literature),,1,5
"Cerasini, Marc",Operation Hell Gate,24 Declassified,1,4
"Cerasini, Marc",Vanishing Point,24 Declassified,5,4
"Cerasini, Marc",Collateral Damage,24 Declassified,8,4
"Chabon, Michael",McSweeney's Mammoth Treasury of Thrilling Tales,,1,5
"Chabon, Michael",The Amazing Adventures of Kavalier and Clay: A Novel,,1,4
"Chadbourn, Mark",World's End,Age Of Misrule,1,4
"Chadbourn, Mark",Doctor Who: Wonderland,Doctor Who: Telos Novellas,7,3
"Chadwick, Elizabeth",To Defy a King,,1,3
"Chadwick, Janet",The Beginner's Guide to Preserving Food at Home,,1,5
"Chaliand, Gérard & Blin, Arnaud",The history of terrorism: from antiquity to al Qaeda,,1,3
"Chalker, Jack L.",The watchers at the well,Watchers at the Well,1,3
"Chalker, Jack L.",Midnight at the Well of Souls,Well of Souls,1,5
"Chalker, Jack L.",The Return of Nathan Brazil,Well of Souls,4,3
"Chalker, Jack L.",Twilight at the Well of Souls,Well of Souls,5,3
"Chalker, Jack L.",The Sea Is Full of Stars,Well of Souls,6,3
"Chalker, Jack L.",Ghost of the Well of Souls,Well of Souls,7,3
"Chalker, Jack L. & Baen, James P.",Quest for the Well of Souls,Well of Souls,3,5
"Challinor, C. S.",Murder on the Moor,,1,5
"Chamberlain, Diane",The Bay at Midnight,,1,5
"Chamberlain, Diane",The Courage Tree,,1,5
"Chamberlain, Diane",The Secret Life of Ceecee Wilkes,,1,5
"Chamberlain, Diane",The Shadow Wife,,1,5
"Chambers, Stephen",Jane and the Raven King,,1,5
"Chan, Kylie",White Tiger,Dark Heavens,1,4
"Chan, Kylie",Red Phoenix,Dark Heavens,2,4
"Chan, Kylie",Blue Dragon,Dark Heavens,3,4
"Chance, Karen",The Day of the Dead,,1,3
"Chance, Karen",The Queen's Witch,,1,3
"Chance, Karen & Liu, Marjorie M. & Galenorn, Yasmine & Wilks, Eileen",Inked,Cassandra Palmer,4.75,5
"Chandler, A. Bertram",The Road to the Rim,Grimes in Federation Service,1,4
"Chandler, A. Bertram",Spartan Planet,Grimes in Federation Service,2,4
"Chandler, A. Bertram",To Prime the Pump,Grimes in Federation Service,3,4
"Chandler, A. Bertram",The Inheritors,Grimes in Federation Service,4,4
"Chandler, A. Bertram",The Broken Cycle,Grimes in Federation Service,6,4
"Chandler, A. Bertram",The Hard Way Up,,1,4
"Chandler, A. Bertram & Chandler, Bertram A.",The Big Black Mark,Grimes in Federation Service,5,4
"Chandler, Raymond",The Lady in the Lake,Philip Marlowe,4,5
"Chandler, Raymond",Killer in the Rain,,1,5
"Chandler, Raymond",Playback,,1,5
"Chandler, Raymond",The High Window,,1,5
"Chandler, Raymond",The Little Sister,,1,5
"Chandler, Raymond",The Long Goodbye,,1,5
"Chandler, Raymond",The Simple Art of Murder,,1,5
"Chandler, Raymond",Trouble Is My Business,,1,5
"Chang, Ha-Joon",23 Things They Don't Tell You About Capitalism,,1,5
"Chang, Ha-Joon",Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,,1,5
"Chao, Eveline & Murphy, Chris",Niubi!: The Real Chinese You Were Never Taught in School,,1,5
"Chaon, Dan",Await Your Reply,,1,5
"Chapman, Duane Dog","Where Mercy Is Shown, Mercy Is Given",,1,5
"Chapman, Gary",The 5 Love Languages: The Secret to Love That Lasts,,1,5
"Charlton, Blake",Spellwright,,1,5
"Chauvet, Marie & Réjouis, Rose-Myriam & Vinokur, Val","Love, Anger, Madness: A Haitian Trilogy",,1,5
"Cheever, John",The Wapshot Chronicle,,1,5
"Chekhov, Anton",Selected Stories of Anton Chekov,,1,5
"Chekhov, Anton & Payne, Robert",Forty Stories,,1,5
"Chelminski, Rudolph",I'll Drink to That: Beaujolais and the French Peasant Who Made It the World's Most Popular Wine,,1,5
"Chelsea's Family, Friends & Victims, Other & Handler, Chelsea",Lies That Chelsea Handler Told Me,,1,5
"Chernow, Ron","Titan: The Life of John D. Rockefeller, Sr",,1,5
"Cherry-Garrard, Apsley",The Worst Journey in the World,,1,5
"Chesman, Andrea",Recipes From the Root Cellar: 270 Fresh Ways to Enjoy Winter Vegetables,,1,5
"Chester, Deborah",Reign of Shadows,Ruby Throne,1,4
"Chester, Deborah",Shadow War,Ruby Throne,2,4
"Chester, Deborah",Realm of Light,Ruby Throne,3,4
"Chesterton, G. K.",The Wisdom of Father Brown,,1,5
"Cheuse, Alan",Song of Slaves in the Desert,,1,5
"Chevalier, Tracy",The Lady and the Unicorn,,1,5
"Chiang, Ted",Stories of Your Life and Others,,1,4
"Chiang, Ted",Ted Chiang Compilation,,1,4
"Child, Julia",Julia's Kitchen Wisdom,,1,5
"Child, Lee",Killing Floor,Jack Reacher,1,5
"Child, Lee",Die Trying,Jack Reacher,2,4
"Child, Lee",Tripwire,Jack Reacher,3,4
"Child, Lee",Running Blind,Jack Reacher,4,3
"Child, Lee",Echo Burning,Jack Reacher,5,4
"Child, Lee",Without Fail,Jack Reacher,6,4
"Child, Lee",Persuader: A Reacher Novel,Jack Reacher,7,4
"Child, Lee",The Enemy: A Reacher Novel,Jack Reacher,8,4
"Child, Lee",One Shot: A Reacher Novel,Jack Reacher,9,4
"Child, Lee",The Hard Way: A Reacher Novel,Jack Reacher,10,4
"Child, Lee",Bad Luck and Trouble: A Reacher Novel,Jack Reacher,11,4
"Child, Lee",Nothing to Lose,Jack Reacher,12,5
"Child, Lee",Gone Tomorrow,Jack Reacher,13,3
"Child, Lee",61 Hours,Jack Reacher,14,5
"Child, Lee",Worth Dying For: A Reacher Novel,Jack Reacher,15,5
"Childs, Lisa",The Vampire Hunter the Vampire Hunter the Vampire Hunter,,1,5
"Childs, Tera Lynn",Oh. My. Gods.,Oh My Gods,1,4
"Chima, Cinda Williams",The Dragon Heir,Heir chronicles,3,5
"Chivers, C. J.",The Gun,,1,5
"Chödrön, Pema",Taking the Leap: Freeing Ourselves From Old Habits and Fears,,1,5
"Choldenko, Gennifer",Al Capone Shines My Shoes,Moose Flanagan,2,5
"Chomsky, Noam",The Chomsky Reader,,1,5
"Chomsky, Noam & Pappe, Ilan",Gaza in Crisis: Reflections on Israel's War Against the Palestinians,,1,5
"Chopin, Kate & Adams, Rachel",The Awakening and Selected Short Fiction,,1,5
"Chopra, Deepak","Reinventing the Body, Resurrecting the Soul: How to Create a New You",,1,5
"Chopra, Deepak",The Book of Secrets,,1,5
"Chown, Marcus",Quantum Theory Cannot Hurt You: A Guide to the Universe,,1,5
"Choy, Wayson",The Jade Peony,,1,5
"Christian, Brian",The Most Human Human: What Talking With Computers Teaches Us About What It Means to Be Alive,,1,5
"Christianson, Scott",The Last Gasp: The Rise and Fall of the American Gas Chamber,,1,5
"Christie, Agatha",Parker Pyne Investigates,Ariadne Oliver,1,3
"Christie, Agatha",The pale horse,Ariadne Oliver,5,3
"Christie, Agatha",The Man in the Brown Suit,Colonel Race,1,3
"Christie, Agatha",Sparkling cyanide,Colonel Race,4,3
"Christie, Agatha",The Mysterious Mr. Quin,Harley Quin,1,3
"Christie, Agatha",Problem at Pollensa Bay and other stories,Harley Quin,3,3
"Christie, Agatha",The Harlequin Tea Set and Other Stories,Harley Quin,4,3
"Christie, Agatha",Hercule Poirot's Casebook,Hercule Poirot Mystery,1,3
"Christie, Agatha",The mysterious affair at Styles,Hercule Poirot Mystery,1,3
"Christie, Agatha",Murder on the links,Hercule Poirot Mystery,2,3
"Christie, Agatha",Poirot investigates,Hercule Poirot Mystery,3,3
"Christie, Agatha",The Murder of Roger Ackroyd: A Hercule Poirot Mystery,Hercule Poirot Mystery,4,3
"Christie, Agatha",The Big Four,Hercule Poirot Mystery,5,3
"Christie, Agatha",The mystery of the blue train,Hercule Poirot Mystery,6,3
"Christie, Agatha",Peril at End House,Hercule Poirot Mystery,7,3
"Christie, Agatha",Lord Edgware dies,Hercule Poirot Mystery,8,3
"Christie, Agatha",Murder on the Orient Express: A Hercule Poirot Mystery,Hercule Poirot Mystery,9,4
"Christie, Agatha",Three Act Tragedy,Hercule Poirot Mystery,10,3
"Christie, Agatha",Death in the clouds,Hercule Poirot Mystery,11,3
"Christie, Agatha",The A.b.c. Murders: A Hercule Poirot Mystery,Hercule Poirot Mystery,12,3
"Christie, Agatha",Cards on the Table,Hercule Poirot Mystery,13,3
"Christie, Agatha",Murder in Mesopotamia,Hercule Poirot Mystery,14,3
"Christie, Agatha",Death on the Nile: a Hercule Poirot mystery,Hercule Poirot Mystery,15,3
"Christie, Agatha",Poirot Loses a Client,Hercule Poirot Mystery,16,3
"Christie, Agatha",Murder in the mews,Hercule Poirot Mystery,17,3
"Christie, Agatha",Appointment with death: a Hercule Poirot mystery,Hercule Poirot Mystery,18,3
"Christie, Agatha",Hercule Poirot's Christmas,Hercule Poirot Mystery,19,3
"Christie, Agatha","One, two, buckle my shoe",Hercule Poirot Mystery,20,3
"Christie, Agatha",Sad cypress,Hercule Poirot Mystery,21,3
"Christie, Agatha",Evil Under the Sun,Hercule Poirot Mystery,22,3
"Christie, Agatha",Five Little Pigs,Hercule Poirot Mystery,23,3
"Christie, Agatha",The Hollow,Hercule Poirot Mystery,24,3
"Christie, Agatha",The labors of Hercules,Hercule Poirot Mystery,25,3
"Christie, Agatha",Taken at the Flood,Hercule Poirot Mystery,26,3
"Christie, Agatha",Three Blind Mice,Hercule Poirot Mystery,26.5,3
"Christie, Agatha",Mrs. McGinty's Dead,Hercule Poirot Mystery,27,3
"Christie, Agatha",After the funeral,Hercule Poirot Mystery,28,3
"Christie, Agatha",Hickory Dickory Death,Hercule Poirot Mystery,29,3
"Christie, Agatha",Cat Among the Pigeons,Hercule Poirot Mystery,31,3
"Christie, Agatha",The Clocks,Hercule Poirot Mystery,34,3
"Christie, Agatha",Third girl,Hercule Poirot Mystery,35,3
"Christie, Agatha",Hallowe'en party,Hercule Poirot Mystery,36,3
"Christie, Agatha",Elephants can remember,Hercule Poirot Mystery,37,3
"Christie, Agatha",Hercule Poirot's early cases,Hercule Poirot Mystery,38,3
"Christie, Agatha",Curtain: Poirot's last case,Hercule Poirot Mystery,39,3
"Christie, Agatha",Murder at the vicarage,Miss Marple,1,3
"Christie, Agatha",The Thirteen Problems,Miss Marple,2,5
"Christie, Agatha",The body in the library,Miss Marple,3,3
"Christie, Agatha",The Moving Finger,Miss Marple,4,3
"Christie, Agatha",A murder is announced,Miss Marple,5,3
"Christie, Agatha",They do it with mirrors,Miss Marple,6,3
"Christie, Agatha",A pocketful of rye,Miss Marple,7,3
"Christie, Agatha",4:50 from Paddington,Miss Marple,8,3
"Christie, Agatha",The mirror crack'd from side to side,Miss Marple,9,3
"Christie, Agatha",A Caribbean Mystery,Miss Marple,10,3
"Christie, Agatha",Nemesis,Miss Marple,12,3
"Christie, Agatha",Sleeping Murder,Miss Marple,13,3
"Christie, Agatha",Miss Marple's final cases,Miss Marple,15,5
"Christie, Agatha",The Regatta Mystery and Other Stories,Miss Marple,15.5,3
"Christie, Agatha",The Secret of Chimneys,Superintendent Battle,1,3
"Christie, Agatha",The seven dials mystery,Superintendent Battle,2,3
"Christie, Agatha",Murder Is Easy,Superintendent Battle,4,3
"Christie, Agatha",Towards zero,Superintendent Battle,5,3
"Christie, Agatha",The secret adversary,Tommy and Tuppence,1,4
"Christie, Agatha",Partners in crime,Tommy and Tuppence,2,3
"Christie, Agatha",N Or M?,Tommy and Tuppence,3,3
"Christie, Agatha",By the pricking of my thumbs,Tommy and Tuppence,4,3
"Christie, Agatha",Adventure of the Christmas Pudding and Other Stories,,1,3
"Christie, Agatha",Agahta Christie: An Autobiography,,1,5
"Christie, Agatha",And Then There Were None,,1,3
"Christie, Agatha",At Bertram's Hotel,,1,3
"Christie, Agatha",Best Detective Stories of Agatha Christie,,1,3
"Christie, Agatha",Complete Short Stories of Miss Marple,,1,3
"Christie, Agatha",Crooked House,,1,3
"Christie, Agatha",Death comes as the end,,1,3
"Christie, Agatha",Destination unknown,,1,3
"Christie, Agatha",Endless Night,,1,3
"Christie, Agatha",Ordeal by innocence,,1,3
"Christie, Agatha",Passenger to Frankfurt,,1,3
"Christie, Agatha",Spider's Web,,1,3
"Christie, Agatha",The hound of death,,1,3
"Christie, Agatha",The Listerdale Mystery,,1,3
"Christie, Agatha",The Sittaford Mystery,,1,3
"Christie, Agatha",The Unexpected Guest,,1,3
"Christie, Agatha",They came to Baghdad,,1,3
"Christie, Agatha",While the light lasts,,1,3
"Christie, Agatha",Why Didn't They Ask Evans?,,1,3
"Christie, Agatha & Osborne, Charles",Black Coffee,Hercule Poirot Mystery,6.5,3
"Christopher, Paul",The Templar Conspiracy,,1,5
"Chu, Wai Hon & Lovatt, Connie",The Dumpling: A Seasonal Guide,,1,5
"Chua, Amy",Battle Hymn of the Tiger Mother,,1,5
"Church, James",Bamboo and Blood,Inspector O,3,5
"Churchill, Winston",The Gathering Storm,,1,5
"Churchill, Winston",Their Finest Hour,,1,5
"Churchill, Winston Spencer & Gallup, William",The Great Democracies (Barnes & Noble Library of Essential Reading): A History of the English-Speaking Peoples,,1,5
"Churchill, Winston Spencer & Webb, Jeffrey",The Age of Revolution (Barnes & Noble Library of Essential Reading): A History of the English-Speaking Peoples,,1,5
"Clancy, Tom",Without remorse,Jack Ryan Apperance Order,1,5
"Clancy, Tom",Patriot games,Jack Ryan Apperance Order,2,5
"Clancy, Tom",Red Rabbit,Jack Ryan Apperance Order,3,5
"Clancy, Tom",The Hunt for Red October,Jack Ryan Apperance Order,4,5
"Clancy, Tom",The Cardinal of the Kremlin,Jack Ryan Apperance Order,5,5
"Clancy, Tom",Clear and present danger,Jack Ryan Apperance Order,6,5
"Clancy, Tom",The sum of all fears,Jack Ryan Apperance Order,7,5
"Clancy, Tom",Debt of Honor,Jack Ryan Apperance Order,8,5
"Clancy, Tom",Executive orders,Jack Ryan Apperance Order,9,5
"Clancy, Tom",Rainbow six,Jack Ryan Apperance Order,10,5
"Clancy, Tom",The Bear and the Dragon,Jack Ryan Apperance Order,11,5
"Clancy, Tom",The Teeth of the Tiger,Jack Ryan Jr.,1,5
"Clancy, Tom",Dead or Alive,Jack Ryan Jr.,2,5
"Clancy, Tom",Net Force,Tom Clancy's Net Force,1,5
"Clancy, Tom",Tom Clancy's op-center: Op-center,Tom Clancy's Op-Center,1,4
"Clancy, Tom",Shadow Watch,Tom Clancy's power plays,3,5
"Clancy, Tom",Airborne,,1,5
"Clancy, Tom",Armored Cav: A Guided Tour of an Armored Cavalry Regiment,,1,5
"Clancy, Tom",Carrier: A Guided Tour of an Aircraft Carrier,,1,5
"Clancy, Tom",Marine: A Guided Tour of a Marine Expeditionary Unit,,1,5
"Clancy, Tom",Red storm rising,,1,5
"Clancy, Tom & Franks, Fred & Jr. & Franks, Frederick M. & Koltz, Tony",Into the Storm: A Study in Command,,1,5
"Clancy, Tom & Greenberg, Martin",Politika,Tom Clancy's power plays,1,5
"Clancy, Tom & Greenberg, Martin",SSN,,1,5
"Clancy, Tom & Gresham, John",Fighter Wing: A Guided Tour of an Air Force Combat Wing,,1,5
"Clancy, Tom & Gresham, John",Special Forces: A Guided Tour of U.S. Army Special Forces,,1,5
"Clancy, Tom & Gresham, John",Submarine: A Guided Tour Inside a Nuclear Warship,,1,5
"Clancy, Tom & Horner, Chuck & Koltz, Tony",Every Man a Tiger: The Gulf War Air Campaign,,1,5
"Clancy, Tom & Michaels, David",Conviction,Tom Clancy's Splinter Cell,5,5
"Clancy, Tom & Perry, Steve & Pieczenik, Steve",Breaking point,Tom Clancy's Net Force,4,5
"Clancy, Tom & Perry, Steve & Pieczenik, Steve R. & Segriff, Larry",The Archimedes Effect,Tom Clancy's Net Force,10,5
"Clancy, Tom & Perry, Steve & Piecznik, Steve & Segriff, Larry",Springboard,Tom Clancy's Net Force,9,5
"Clancy, Tom & Pieczenik, Steve",Hidden Agendas,Tom Clancy's Net Force,2,5
"Clancy, Tom & Pieczenik, Steve",Cybernation,Tom Clancy's Net Force,6,5
"Clancy, Tom & Pieczenik, Steve",Cold Case,Tom Clancy's Net Force explorers,15,5
"Clancy, Tom & Pieczenik, Steve",Tom Clancy's op-center: Mirror image,Tom Clancy's Op-Center,2,5
"Clancy, Tom & Pieczenik, Steve",Tom Clancy's op-center: Games of State,Tom Clancy's Op-Center,3,5
"Clancy, Tom & Pieczenik, Steve",Tom Clancy's op-center: Acts of War,Tom Clancy's Op-Center,4,5
"Clancy, Tom & Pieczenik, Steve",Tom Clancy's Op-center Balance of Power,Tom Clancy's Op-Center,5,5
"Clancy, Tom & Pieczenik, Steve R",Night Moves,Tom Clancy's Net Force,3,5
"Clancy, Tom & Pieczenik, Steve R.",Virtual Vandals,Tom Clancy's Net Force explorers,1,5
"Clancy, Tom & Pieczenik, Steve R.",The Deadliest Game,Tom Clancy's Net Force explorers,2,5
"Clancy, Tom & Pieczenik, Steve R.",Private Lives,Tom Clancy's Net Force explorers,9,5
"Clancy, Tom & Pieczenik, Steve R.",Tom Clancy's op-center: State of Siege,Tom Clancy's Op-Center,6,5
"Clancy, Tom & Pieczenik, Steve R. & Duane, Diane",Safe House,Tom Clancy's Net Force explorers,10,5
"Clancy, Tom & Pieczenik, Steve R. & Odom, Mel",Gameprey,Tom Clancy's Net Force explorers,11,5
"Clancy, Tom & Pieczenik, Steve R. & Rovin, Jeff",Tom Clancy's Op-Center: Sea of Fire,Tom Clancy's Op-Center,10,5
"Clancy, Tom & Preisler, Jerome & Greenberg, Martin",Cutting Edge,Tom Clancy's power plays,6,5
"Clancy, Tom & Preisler, Jerome & Greenberg, Martin Harry",Bio-Strike,Tom Clancy's power plays,4,5
"Clancy, Tom & Rovin, Jeff",Tom Clancy's op-center: Call to Treason,Tom Clancy's Op-Center,11,5
"Clancy, Tom & Rovin, Jeff & Pieczenik, Steve",Tom Clancy's op-center: Line of Control,Tom Clancy's Op-Center,8,5
"Clancy, Tom & Rovin, Jeff & Pieczenik, Steve R.",Tom Clancy's op-center: Divide and conquer,Tom Clancy's Op-Center,7,5
"Clancy, Tom & Stiner, Carl & Koltz, Tony",Shadow Warriors: Inside the Special Forces,,1,5
"Clancy, Tom & Zinni, General Tony",Battle Ready,,1,5
"Clapham, Mark",Doctor Who: Hope,Doctor Who: Eight Doctor,53,4
"Clapton, Eric",Clapton: The Autobiography,,1,5
"Clare, Cassandra",Clockwork Angel,The Infernal Devices,1,4
"Clark, Christopher M.","Iron Kingdom: The Rise and Downfall of Prussia, 1600-1947",,1,5
"Clark, Deneane",Faith,,1,5
"Clark, Mary Higgins",I'll Walk Alone,,1,5
"Clark, Robert",Dark Water: Flood and Redemption in the City of Masterpieces,,1,5
"Clark, Roy Peter",The Glamour of Grammar: A Guide to the Magic and Mystery of Practical English,,1,5
"Clark, Roy Peter",Writing Tools: 50 Essential Strategies for Every Writer,,1,3
"Clark, Simon",Doctor Who: The Dalek Factor,Doctor Who: Telos Novellas,15,3
"Clarke, Arthur C.",The City and the Stars and the Sands of Mars,Against the Fall of Night,1,5
"Clarke, Arthur C.",2001: A Space Odyssey,Space Odyssey,1,4
"Clarke, Arthur C.",The Sentinel,Space Odyssey,1,3
"Clarke, Arthur C.",2010: Odyssey Two,Space Odyssey,2,4
"Clarke, Arthur C.",2061: Odyssey Three,Space Odyssey,3,4
"Clarke, Arthur C.",3001: The Final Odyssey,Space Odyssey,4,4
"Clarke, Arthur C.",Childhood's End,,1,4
"Clarke, Arthur C.",Dolphin Island,,1,4
"Clarke, Arthur C.",Rendezvous With Rama,,1,3
"Clarke, Arthur C.",The Foundations of Paradise,,1,5
"Clarke, Brock",An Arsonist's Guide to Writers' Homes in New England: A Novel,,1,5
"Clarke, Kevin",Doctor Who: Silver Nemesis,Doctor Who: Target,143,3
"Clarke, Susanna",Jonathan Strange and Mr Norrell,Clarke's Faerie Stories,1,5
"Clarkson, Jeremy",And Another Thing: The World According to Clarkson Volume Two,World According to Clarkson,2,4
"Clarkson, Jeremy",For crying out loud!: the world according to Clarkson,World According to Clarkson,3,4
"Clarkson, Jeremy",Born to Be Riled,,1,4
"Clarkson, Jeremy",Clarkson on Cars,,1,4
"Clarkson, Jeremy",Don't Stop Me Now,,1,4
"Clarkson, Jeremy",How Hard Can It Be?,,1,5
"Clarkson, Jeremy",I know you got soul: machines with that certain something,,1,4
"Clarkson, Jeremy",Motorworld,,1,4
"Clavell, James",Shogun: A Novel of Japan,,1,5
"Clay, Heather",Losing Charlotte,,1,5
"Cleave, Chris",Little Bee,,1,4
"Clegg, Barbara",Doctor Who: Enlightenment,Doctor Who: Target,85,3
